    0.000000     0.946993     2.612507     4.664063
    0.000000     0.646395     2.040718     3.919619
    3.140726     3.398374     7.214165     8.732605
    1.247576     2.167681     5.987621     5.846363
    1.144308     3.036375     4.774193     3.551519
    0.000000     1.519751     2.687988     1.798720
    1.236676     0.000000     1.362569     4.518171
    0.000000     0.000000     0.000000     0.105035
    0.000000     3.610372     2.956889     4.141644
    2.382173     3.245179     3.226581     3.434256
    0.962778     3.319971     4.580300     7.036245
    2.316538     2.774487     3.784801     4.625581
    0.006251     0.076446     1.800616     1.968901
    1.791941     1.558293     4.119848     5.971222
    0.000000     0.201090     1.607671     3.406315
    1.861287     1.537079     3.867470     5.540001
    2.960426     4.131588     5.892388     6.636504
    2.462741     3.759583     4.535394     3.699562
    1.315744     2.258746     1.815216     3.939439
    1.292789     2.078207     2.464538     3.415623
    0.913381     2.006014     2.740095     4.274070
    1.083804     1.409490     1.945867     3.657172
    0.000000     0.000000     0.000000     1.361983
    0.204959     1.004225     1.493588     2.324736
    0.120819     0.046174     1.107372     1.937959
    0.033607     2.417577     2.624581     3.758891
    1.142710     4.302036     6.418958     6.187138
    0.857366     3.821009     3.896338     5.294561
    0.000000     2.205447     2.577760     3.435388
    2.332648     4.104190     4.158853     6.446920
    0.000000     0.087651     0.777867     3.435709
    1.455977     0.989578     2.829832     4.955025
    0.000000     0.643191     0.510562     1.116423
    0.464641     4.394740     5.733760     8.640157
    1.456516     3.233511     2.800252     4.854211
    0.000000     0.000000     1.746255     1.174614
    2.919683     3.677317     4.000040     5.467258
    0.187661     2.130420     4.146376     6.307070
    0.449302     2.492685     2.676140     3.691399
    0.000000     0.367986     2.620460     2.204861
    0.059672     1.173143     3.668712     4.467167
    0.000000     0.000000     0.000000     0.451650
    0.140765     1.395142     3.116612     3.194562
    0.631701     1.072422     2.973870     4.924914
    1.589978     1.355830     2.137191     2.296573
    1.659500     4.134457     5.079192     6.319353
    1.495864     1.638997     2.446357     4.288815
    0.409441     0.985336     1.303119     3.886556
    2.032523     1.621094     2.652465     4.064506
    0.000000     0.000000     0.000000     0.000000
    0.000000     0.000000     0.204942     1.471093
    1.658686     2.219045     3.933183     5.340362
    2.913996     4.131926     5.535714     6.304679
    0.000000     0.000000     0.000000     0.650820
    0.502607     3.462041     4.177915     4.869218
    0.000000     0.000000     2.817371     2.553340
    0.000000     1.734311     1.160633     2.242738
    1.402107     0.080037     0.982779     1.498210
    1.220524     2.600267     3.682547     6.631263
    1.399476     0.810324     1.311619     1.603416
    1.073604     1.693222     1.771784     2.566827
    0.214290     1.111173     0.967102     1.753402
    1.759016     2.929966     2.937942     5.960783
    1.346344     1.340757     3.746235     2.931279
    1.104761     3.523717     4.639780     7.017073
    0.774047     1.120737     4.150228     4.913332
    1.006216     0.000000     2.230668     1.923566
    0.000000     0.000000     0.647967     0.697904
    0.833038     1.305093     3.202363     3.843083
    0.000000     1.671915     0.969353     3.143272
    0.117385     0.199559     2.263466     2.640236
    0.000000     0.911077     0.907826     4.488474
    0.514120     1.358502     1.844295     3.430567
    1.138855     0.743791     1.899189     2.443034
    1.047700     3.652880     2.699335     4.781624
    1.745410     3.987196     5.047106     6.991591
    1.996073     3.637807     4.889437     3.978674
    2.551712     2.368239     3.310896     3.635511
    1.180789     2.341319     4.500516     6.021499
    0.000000     0.927076     1.786201     2.558818
    0.000000     0.000000     3.049504     3.552320
    0.460356     1.457238     2.872867     2.830566
    0.305912     1.678789     2.802493     5.061283
    0.523428     2.057998     2.957953     4.838791
    2.320563     4.116128     5.527474     5.836493
    0.000000     0.462537     3.162628     2.402465
    0.093422     3.308464     6.376251     6.995259
    0.153601     0.170380     0.000000     0.651482
    0.099019     3.674527     4.097512     5.704624
    1.637547     1.452562     2.654900     3.969404
    0.000000     0.188946     0.950851     0.926081
    0.788330     3.546016     2.614882     4.658801
    0.000000     0.000658     1.301905     3.627255
    0.000000     0.000000     1.388713     2.793698
    0.637745     2.623198     2.371179     3.288661
    2.678784     3.248744     4.317017     6.348191
    0.000000     0.958201     3.299102     5.080258
    0.911990     1.283149     2.564011     4.070192
    0.000000     0.000000     1.462820     1.733768
    0.467247     0.048107     2.378374     1.071695
    0.000000     1.836574     3.112520     5.934112
    0.000000     0.000000     0.000000     0.520950
    0.718034     2.491597     3.449394     4.426079
    0.669763     1.924401     1.645670     2.969311
    0.913275     1.220065     3.093758     3.838663
    0.000000     0.000000     0.078396     0.000000
    0.000000     2.042808     1.938305     3.081855
    0.303196     0.895342     1.978843     2.380655
    0.000000     0.000000     1.292022     0.986438
    0.000000     0.000000     1.027803     0.958991
    0.000000     1.147898     3.702128     4.063243
    1.577450     5.296577     5.633383     7.482699
    0.000000     0.500553     1.790486     1.116326
    2.352159     4.706801     5.642965     8.356657
    3.290128     3.404232     2.954088     4.022856
    0.000000     0.000000     2.041629     2.953289
    0.000000     0.406107     0.108598     0.915230
    0.130365     1.353542     2.604195     2.617505
    0.000000     0.000000     2.942490     4.119243
    0.000000     0.055399     1.406519     2.518340
    1.721392     4.136474     3.938407     4.998294
    2.175466     1.028287     3.370176     4.496215
    0.000000     0.000000     0.000000     0.000000
    0.131942     1.188436     0.253695     1.261493
    2.079117     3.047267     5.815803     7.657906
    0.717021     2.162918     1.959151     3.857064
    0.000000     0.000000     0.000000     0.318300
    1.133577     2.176922     2.716644     3.659266
    0.000000     2.970072     3.315257     5.127464
    1.573101     2.213015     3.363742     2.887030
    0.000000     0.219177     1.970273     1.801700
    0.263666     1.801485     2.988173     3.614741
    0.747699     0.000000     1.577539     3.351259
    0.965988     1.123375     1.668826     2.765703
    0.465057     0.954188     0.966591     3.063683
    1.381368     1.360834     3.095622     3.593118
    1.013628     3.372163     4.664690     5.017194
    1.147858     4.092410     3.481019     3.572316
    0.000000     0.000000     1.419206     2.762576
    0.000000     0.000000     0.201879     0.944251
    0.899353     1.353232     3.747797     4.050727
    1.495807     3.283407     3.599770     3.616115
    0.630686     1.303489     1.939721     6.117850
    0.000000     0.000000     0.000000     1.936063
    1.336113     1.196919     2.272920     3.288064
    0.208849     1.917991     2.726509     4.435266
    0.839918     1.922088     2.740127     2.194558
    1.103383     2.142452     4.306226     4.335773
    1.850542     0.382270     2.393472     3.722179
    0.514965     1.241867     2.322614     5.411835
    0.000000     1.526325     3.394927     3.782031
    3.115064     3.848608     4.614153     5.841888
    0.152555     1.035691     3.034892     2.919122
    1.632274     0.688716     0.000000     2.222429
    1.105699     2.430289     2.791989     5.715685
    0.000000     0.402446     1.105876     1.878491
    0.000000     0.000000     2.373617     1.794834
    0.000000     0.727525     1.632836     1.175374
    1.063180     1.219781     2.430618     3.959554
    0.744738     0.261950     1.877497     1.505687
