   -0.723313    -1.590426    -1.997867    -0.361506  2
    2.231216    -0.310479    -1.175523     2.153539  1
   -1.291729     0.614144    -0.740460     0.234122  2
    0.011013    -1.608493     0.679076    -0.834998  2
   -0.045636     0.767699    -2.292540    -2.523112  2
   -4.053967    -2.266275    -0.677409     0.204990  2
   -0.734269    -0.745245    -0.608782    -0.834853  2
    1.619908     2.116445     0.930357     1.726389  1
   -0.251358    -2.690158    -0.497587    -1.869661  2
    1.977465     1.966632     0.481998     2.228162  1
    0.008706     0.112178     0.964739     0.666489  1
    1.449868     0.490622     1.662234     1.467406  1
   -0.425644     0.408139    -0.800131     2.401520  1
   -1.375329    -1.110748    -0.254952    -1.101377  2
   -0.741892    -3.629101    -2.205869    -0.387113  2
   -0.146341    -1.958029    -1.378650    -1.327597  2
   -1.789703    -0.332990    -1.813875    -0.937625  2
   -1.091391    -2.414205    -0.710983    -0.182271  2
   -2.137643     0.020125    -1.259088    -0.091140  2
   -1.825095    -1.983972     0.873750    -0.673998  2
   -1.722729    -0.241704    -0.550165     0.383973  2
    1.587158     1.225887    -0.291667     1.550240  1
    0.792942     2.480743     0.392279     0.674394  1
   -1.040632    -0.684101    -0.339761    -0.481227  2
   -1.378654     1.582679     2.069903     1.040994  1
    0.085925     2.668053     0.006058     2.177336  1
   -0.944960    -1.891695    -1.826061    -0.583843  2
   -0.541314    -0.897598    -1.441021    -0.153885  2
    3.352086     0.817582     1.026084     0.812392  1
    0.820784     2.279146     0.762607     0.735835  1
   -1.056632    -0.706051    -0.884842    -2.078590  2
   -1.674908    -1.633715    -1.278641    -0.524823  2
   -1.751532    -1.366171    -1.601087    -3.351206  2
   -0.420768     0.243185     1.148414    -0.747727  2
   -0.714594    -1.131635    -0.360068    -0.557665  2
   -1.447618    -1.537589    -0.299987    -1.596109  2
   -0.093092    -1.673630    -2.490399    -1.404547  2
   -2.490734    -0.113450    -2.013107    -1.833884  2
   -0.756829    -2.582667    -1.495780    -0.025611  2
    0.677230     1.113892     1.047285     0.802139  1
    0.599984    -1.199806    -0.371515     1.297884  1
    2.782081     0.052326     0.092638     2.994646  1
    2.780595    -1.087324     1.752114     1.255196  1
   -0.041991     1.738265     2.527916     0.920525  1
    2.057776     0.769355     0.467157    -0.349523  1
    1.137475    -1.292292     0.248168     1.043583  1
    2.747873     1.101479     1.118131     1.479011  1
   -0.032044     2.160563     2.208892     0.541615  1
   -2.843805    -0.602751    -0.345818    -2.163346  2
   -0.290844    -2.488704    -0.606432    -1.535878  2
   -0.479094    -0.344244     0.750921     2.007650  1
   -1.260303    -1.286522    -0.824989    -0.585901  2
   -1.869987     0.135281    -1.673589    -1.824482  2
   -1.458339    -0.711602     0.174944     1.145770  2
    1.049839     1.906541    -0.037979     0.591435  1
    1.818125     1.070876    -0.588760     0.329577  1
    0.248098    -1.228186    -0.085488    -0.221499  2
   -0.259970    -0.917226     2.432771     0.493533  1
   -0.648072    -0.342876     0.252526    -0.984807  2
   -0.472940    -0.333689    -1.609767    -2.654546  2
    0.757786    -0.155017     0.094420     0.439111  1
   -0.724991    -1.820419    -0.471907    -1.252260  2
    1.667981    -0.286388     1.211154    -0.402279  1
    0.551045     1.445694     1.600636     1.518193  1
    0.213538     1.707951     0.025832     2.456611  1
   -1.469487    -0.893692    -0.387381    -1.719398  2
   -1.963471     0.776869    -2.150767    -1.697259  2
   -2.102895    -1.065578    -1.821394    -0.880927  2
    2.351265     0.903166     0.444010     1.159705  1
    0.293285     2.175201     1.435246    -0.392843  1
   -0.586964     0.377961    -1.008939     0.536198  1
    1.461683    -1.063881     0.157702    -0.139343  1
    2.141563     3.360709     1.604481     1.776115  1
    1.162113     1.816379    -0.638472     0.344273  1
    0.305257     0.080854     1.220094     3.123480  1
    1.272560    -0.150515     0.458588     1.694898  1
   -1.485495    -1.241135    -2.851070     0.485456  2
    0.134244     1.004305     0.059497     2.665234  1
   -0.382005    -1.778044    -1.107319    -0.467816  2
   -2.078822    -1.147124    -0.741936    -0.458101  2
    0.962425    -1.534605    -1.546211    -1.798040  2
   -0.418305     1.359701     0.079882     2.138535  1
    0.156400     0.526662     2.412717    -0.866406  1
   -0.583823    -0.834868    -0.590548     1.501250  2
   -1.256565     2.571285    -1.310978    -2.658850  2
   -2.359700    -3.486019     0.178959    -0.637633  2
    0.062250     0.645422     0.653422    -0.018684  1
   -0.474712    -0.905404    -0.115410    -2.027927  2
    2.359876     0.147975     0.994212     1.030387  1
    1.247573     1.686597     0.918020     0.917763  1
   -3.126569    -0.928991    -2.257376     0.416020  2
   -0.596212     0.481236     0.346729     1.128201  1
   -0.293985     2.242460     1.256868     2.185718  1
    2.401020     0.902773     1.226672     0.217378  1
   -0.253824     0.000823    -1.126290     0.514869  2
   -0.565604    -0.071310    -0.416061    -1.733343  2
    0.043344     0.197058    -1.481797    -0.338825  2
    1.718179     2.622223     2.385603     1.940684  1
   -1.210093     1.516181    -0.971768     0.591259  1
    2.323112     1.625414     1.505803     2.138413  1
    0.565926     1.711342     1.509436     2.107243  1
   -0.228784     0.112705    -0.074323     0.566856  1
   -1.413013    -1.593082     0.620118    -0.484852  2
    0.608145     0.222625    -1.305822    -0.853589  1
    2.322426     0.831517     0.254234     2.499803  1
   -0.719090     1.852273     1.694533    -0.714785  1
    1.189126    -0.056981     2.555776     1.062504  1
   -1.416823    -1.136759    -2.559208     0.061486  2
   -1.098261    -1.721422    -0.965793    -1.272706  2
   -1.443777     0.095365    -0.121753    -2.904160  2
    0.470600     0.084327     2.382481    -0.405459  1
   -0.494431     0.746175     0.959087     0.173350  1
    1.638587     0.252754     0.656049     0.387281  1
   -0.344784    -0.068813    -0.309676     1.087928  1
   -1.336395    -1.025226     0.028223    -1.795636  2
   -1.043447    -1.422978     0.496189    -0.551264  2
   -0.492730     0.451222    -1.750455     0.094690  2
   -1.974997    -1.542178    -0.826176    -1.998665  2
   -1.640298    -2.361671    -0.696271    -1.378574  2
    1.180597    -0.742213     1.426082     0.079998  1
   -1.265186    -0.937082    -1.816528    -1.676905  2
    0.284013     0.453146     1.063282    -0.702503  1
    0.886985     2.613971     1.911830     1.926830  1
    0.618804    -1.942960    -1.422945    -2.637585  2
    0.582567     1.301495    -0.643003     0.090149  1
   -2.098375    -1.316497    -0.373053    -0.045730  2
   -1.522923    -0.044412    -2.482862    -0.641857  2
   -2.905923    -2.150734    -0.289907    -1.716956  2
    0.095633     2.642990     1.646944     0.303054  1
    0.847987     2.746479     1.199106     1.621159  1
   -0.115703     0.353841     0.144012     2.572309  1
    0.095415    -1.540760    -0.821709    -1.210901  2
    0.210884     2.202600     0.249514     1.828363  1
    0.835330    -0.575291    -0.108520    -0.760034  2
   -0.433484    -1.607050    -1.455537     0.661693  2
   -0.263124    -0.641877    -1.941663    -1.379957  2
    1.665165     0.374137     3.303087     1.596120  1
    1.960349     1.769547     2.846719     2.060168  1
